Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
FINAL,2017,GULF OF MEXICO,SHEEPSHEAD,4693941,18.1,4159341,17.3
FINAL,2017,GULF OF MEXICO,STRIPED MULLET,4574974,20.5,147342,39.6
FINAL,2017,GULF OF MEXICO,HERRING FAMILY,4568641,40.7,2777209,55
FINAL,2017,GULF OF MEXICO,ATLANTIC CROAKER,3484540,15.7,11053176,20.2
FINAL,2017,GULF OF MEXICO,GRAY SNAPPER,3306312,14.5,15668133,10.2
FINAL,2017,GULF OF MEXICO,WHITE GRUNT,3244161,16.9,5592679,14.6
FINAL,2017,GULF OF MEXICO,RED DRUM,3081184,5.1,7073981,12.4
FINAL,2017,GULF OF MEXICO,RED SNAPPER,3022880,12.7,9269524,11.5
FINAL,2017,GULF OF MEXICO,ROUND SCAD,2215795,44.7,118061,74.4
FINAL,2017,GULF OF MEXICO,GULF KINGFISH,2084754,34,1355529,30
FINAL,2017,GULF OF MEXICO,VERMILION SNAPPER,1861746,15.1,559645,34.1
FINAL,2017,GULF OF MEXICO,SOUTHERN KINGFISH,1838800,26.5,778268,31.9
FINAL,2017,GULF OF MEXICO,GULF MENHADEN,1542373,48.1,132803,53.5
FINAL,2017,GULF OF MEXICO,MOJARRA FAMILY,1508798,78.4,706,101.9
FINAL,2017,GULF OF MEXICO,LANE SNAPPER,1325361,19.7,1454641,17.9
FINAL,2017,GULF OF MEXICO,MULLET GENUS,1322865,29,515906,54.4
FINAL,2017,GULF OF MEXICO,KINGFISH GENUS,1229510,54.9,1546226,47
FINAL,2017,GULF OF MEXICO,BLACK SEA BASS,1168135,22.3,4696013,21.6
FINAL,2017,GULF OF MEXICO,YELLOWTAIL SNAPPER,1144570,19.1,1783521,25.8
FINAL,2017,GULF OF MEXICO,WHITE MULLET,1058917,37.8,535611,47.6
FINAL,2017,GULF OF MEXICO,FLORIDA POMPANO,974944,30.3,1688462,55
FINAL,2017,GULF OF MEXICO,SPANISH SARDINE,700911,74.7,2377,99.2
FINAL,2017,GULF OF MEXICO,LIONFISH,667758,55.4,3012,74.5
FINAL,2017,GULF OF MEXICO,BLACK DRUM,667154,18.4,632732,20.8
FINAL,2017,GULF OF MEXICO,GRUNT FAMILY,658665,39.6,1983429,18.9
FINAL,2017,GULF OF MEXICO,LADYFISH,646842,22.2,8494622,10.8
FINAL,2017,GULF OF MEXICO,KING MACKEREL,550861,13.9,396650,32.5
FINAL,2017,GULF OF MEXICO,DOLPHIN,541203,19.9,124392,40.4
FINAL,2017,GULF OF MEXICO,CREVALLE JACK,538901,37,5318500,20.4
FINAL,2017,GULF OF MEXICO,HARDHEAD CATFISH,448223,29.4,20495313,10.6
FINAL,2017,GULF OF MEXICO,GULF FLOUNDER,435576,31.8,177355,44.5
FINAL,2017,GULF OF MEXICO,RED PORGY,432232,16.3,43737,53.9
FINAL,2017,GULF OF MEXICO,GAFFTOPSAIL CATFISH,421200,20.3,5661822,17.7
FINAL,2017,GULF OF MEXICO,TOMTATE,396040,29.4,1184455,27.6
FINAL,2017,GULF OF MEXICO,BUTTERFISH FAMILY,376506,101.8,1429,77.3
FINAL,2017,GULF OF MEXICO,LITTLE TUNNY,345048,15.7,382500,25.3
FINAL,2017,GULF OF MEXICO,MENHADEN GENUS,336439,82.8,2594,100.5
FINAL,2017,GULF OF MEXICO,SAND PERCH,329845,27.8,2052974,19.1
FINAL,2017,GULF OF MEXICO,BLUEFISH,325719,26.3,1178323,25.9
FINAL,2017,GULF OF MEXICO,SOUTHERN FLOUNDER,317576,17.8,55830,35.8
FINAL,2017,GULF OF MEXICO,LARGEMOUTH BASS,297834,16,82838,39.8
FINAL,2017,GULF OF MEXICO,PIGFISH,288435,34.9,775714,28.3
FINAL,2017,GULF OF MEXICO,GAG,279451,21.1,3360487,14.2
FINAL,2017,GULF OF MEXICO,RED GROUPER,267813,20.7,2628303,18
FINAL,2017,GULF OF MEXICO,ATLANTIC SPADEFISH,245558,44.5,921375,28.6
FINAL,2017,GULF OF MEXICO,ATLANTIC BUMPER,218560,50.3,532818,57.1
FINAL,2017,GULF OF MEXICO,LITTLEHEAD PORGY,208070,34.9,6245,55.5
FINAL,2017,GULF OF MEXICO,KILLIFISH FAMILY,182903,66.9,58886,70.2
FINAL,2017,GULF OF MEXICO,DRUM FAMILY,169660,84.4,425908,54.7
FINAL,2017,GULF OF MEXICO,BLACKFIN TUNA,161938,24.4,18016,87.1
FINAL,2017,GULF OF MEXICO,SPOTTAIL PINFISH,150258,63.9,381437,32.6
FINAL,2017,GULF OF MEXICO,HOGFISH,146572,23.9,91154,47.4
FINAL,2017,GULF OF MEXICO,SILVER PERCH,142504,44.1,562300,42.7
FINAL,2017,GULF OF MEXICO,LEFTEYE FLOUNDER FAMILY,117986,34.5,409624,35.9
FINAL,2017,GULF OF MEXICO,SNAPPER FAMILY,115489,27.6,1083053,24.4
FINAL,2017,GULF OF MEXICO,PORGY FAMILY,114301,36.3,365253,35.6
FINAL,2017,GULF OF MEXICO,PARROTFISH FAMILY,108332,40.8,14540,54.4
FINAL,2017,GULF OF MEXICO,SEATROUT GENUS,107463,80.1,838471,46.4
FINAL,2017,GULF OF MEXICO,SILVER SEATROUT,102547,65.5,208876,70.6
FINAL,2017,GULF OF MEXICO,TRIPLETAIL,100006,29.3,79844,42.4
FINAL,2017,GULF OF MEXICO,UNIDENTIFIED FISH,94023,82.5,980626,37.4
FINAL,2017,GULF OF MEXICO,BALLYHOO,84846,76.7,0,.
FINAL,2017,GULF OF MEXICO,GRAY TRIGGERFISH,84191,57,3356889,14.2
FINAL,2017,GULF OF MEXICO,BLUE CATFISH,73286,15.2,4709,39.2
FINAL,2017,GULF OF MEXICO,GREAT BARRACUDA,70709,31.6,180008,20.1
FINAL,2017,GULF OF MEXICO,CERO,67786,43.7,14346,101.4
FINAL,2017,GULF OF MEXICO,LEFTEYE FLOUNDER GENUS,67306,34.1,62169,43.4
FINAL,2017,GULF OF MEXICO,COMMON SNOOK,66195,29.4,5823724,11.9
FINAL,2017,GULF OF MEXICO,ATLANTIC SHARPNOSE SHARK,65023,47.5,38485,41.4
FINAL,2017,GULF OF MEXICO,COBIA,62590,20.4,139935,24.4
FINAL,2017,GULF OF MEXICO,CHANNEL CATFISH,62588,37.7,5246,71.6
FINAL,2017,GULF OF MEXICO,THREADFIN GENUS,58527,103.3,0,.
FINAL,2017,GULF OF MEXICO,JOLTHEAD PORGY,56114,47.6,4952,97
FINAL,2017,GULF OF MEXICO,ANCHOVY FAMILY,51613,99,0,.
FINAL,2017,GULF OF MEXICO,INSHORE LIZARDFISH,47964,45,1470620,22.8
FINAL,2017,GULF OF MEXICO,MUTTON SNAPPER,47247,40,371115,29.4
FINAL,2017,GULF OF MEXICO,SCAMP,46409,41,78243,55.5
FINAL,2017,GULF OF MEXICO,GREATER AMBERJACK,45617,27.3,337791,18.8
FINAL,2017,GULF OF MEXICO,NORTHERN KINGFISH,43874,90.6,0,.
FINAL,2017,GULF OF MEXICO,JACK FAMILY,43553,48,216710,25.4
FINAL,2017,GULF OF MEXICO,BLUESTRIPED GRUNT,43449,47,0,.
FINAL,2017,GULF OF MEXICO,GRASS PORGY,37892,45.7,10250,45.1
FINAL,2017,GULF OF MEXICO,SOUTHERN PUFFER,37862,28.9,1090591,20.4
FINAL,2017,GULF OF MEXICO,YELLOW JACK,33332,44.8,2107,78.1
FINAL,2017,GULF OF MEXICO,HEMIRAMPHUS GENUS,32299,52.6,0,.
FINAL,2017,GULF OF MEXICO,HERRING GENUS,31741,95.2,0,.
FINAL,2017,GULF OF MEXICO,KNOBBED PORGY,31539,43.3,0,.
FINAL,2017,GULF OF MEXICO,SKIPJACK TUNA,28644,43.1,7427,78
FINAL,2017,GULF OF MEXICO,PERMIT,26415,61.9,60896,52.4
FINAL,2017,GULF OF MEXICO,JACK GENUS,25863,75.8,87481,56.4
FINAL,2017,GULF OF MEXICO,MOTTLED MOJARRA,25436,84.7,0,.
FINAL,2017,GULF OF MEXICO,WAHOO,24610,62.2,0,.
FINAL,2017,GULF OF MEXICO,MACKEREL GENUS,24149,66.3,61,106.7
FINAL,2017,GULF OF MEXICO,YELLOWFIN TUNA,22964,9.4,1205,75.1
FINAL,2017,GULF OF MEXICO,SAUCEREYE PORGY,22663,94.1,0,.
FINAL,2017,GULF OF MEXICO,BANK SEA BASS,22643,35,79524,52
FINAL,2017,GULF OF MEXICO,SOUTHERN STINGRAY,22504,62.2,592,99
FINAL,2017,GULF OF MEXICO,ALMACO JACK,21884,40,3334,64.1
FINAL,2017,GULF OF MEXICO,STRIPED MOJARRA,21430,69.9,32654,66.6
FINAL,2017,GULF OF MEXICO,BLACKTIP SHARK,20863,36.1,462174,48.6
FINAL,2017,GULF OF MEXICO,BANDED RUDDERFISH,19504,52.1,0,.
FINAL,2017,GULF OF MEXICO,BONNETHEAD,18789,32.3,439544,15.1
FINAL,2017,GULF OF MEXICO,WHITEBONE PORGY,17715,30.7,0,.
FINAL,2017,GULF OF MEXICO,SEA BASS GENUS,16688,54.6,80026,43.6
FINAL,2017,GULF OF MEXICO,LIZARDFISH FAMILY,16583,83.2,154298,29.9
FINAL,2017,GULF OF MEXICO,SCHOOLMASTER,16266,40.5,6007,100.6
FINAL,2017,GULF OF MEXICO,SQUIRRELFISH FAMILY,14688,102.1,1336,93.8
FINAL,2017,GULF OF MEXICO,SAILORS CHOICE,14552,75.2,58730,80.7
FINAL,2017,GULF OF MEXICO,CHUB MACKEREL,14511,69.6,155,87.9
FINAL,2017,GULF OF MEXICO,ROCK HIND,13809,45.3,13431,71.5
FINAL,2017,GULF OF MEXICO,WHITEFIN SHARKSUCKER,13208,84.7,0,.
FINAL,2017,GULF OF MEXICO,REMORA,12259,75.7,87757,38.7
FINAL,2017,GULF OF MEXICO,FANTAIL MULLET,12103,95.5,0,.
FINAL,2017,GULF OF MEXICO,MACKEREL FAMILY,12027,98.2,65152,69.6
FINAL,2017,GULF OF MEXICO,SNAPPER GENUS,12013,100.7,23130,55
FINAL,2017,GULF OF MEXICO,REDFIN NEEDLEFISH,10692,108.6,0,.
FINAL,2017,GULF OF MEXICO,AMBERJACK GENUS,10272,60.3,218716,46
FINAL,2017,GULF OF MEXICO,LIONFISH GENUS,9853,100.7,0,.
FINAL,2017,GULF OF MEXICO,REQUIEM SHARK FAMILY,9220,74.2,755196,20
FINAL,2017,GULF OF MEXICO,ATLANTIC STINGRAY,9082,37.5,160657,34.8
FINAL,2017,GULF OF MEXICO,MARGATE,8674,66.5,84,104.8
FINAL,2017,GULF OF MEXICO,ALLIGATOR GAR,8556,28.3,.,.
FINAL,2017,GULF OF MEXICO,SQUIRRELFISH,7846,86,1903,80.9
FINAL,2017,GULF OF MEXICO,LEATHERJACKET FAMILY,6739,88.3,54855,58.8
FINAL,2017,GULF OF MEXICO,COWNOSE RAY,5597,105.1,13910,59.3
FINAL,2017,GULF OF MEXICO,GROUPER GENUS (MYCTEROPERCA),5558,60.5,5348,80.6
FINAL,2017,GULF OF MEXICO,CAESAR GRUNT,5361,99.7,0,.
FINAL,2017,GULF OF MEXICO,BLUELINE TILEFISH,4666,65.2,790,104.7
FINAL,2017,GULF OF MEXICO,DOG SNAPPER,4496,80.3,0,.
FINAL,2017,GULF OF MEXICO,BIGEYE,4413,88.1,2498,94.5
FINAL,2017,GULF OF MEXICO,REQUIEM SHARK GENUS,4161,100.8,227265,22.2
FINAL,2017,GULF OF MEXICO,AFRICAN POMPANO,3691,78.3,0,.
FINAL,2017,GULF OF MEXICO,SPINNER SHARK,3469,88.3,40852,60.8
FINAL,2017,GULF OF MEXICO,BARRACUDA GENUS,3338,67.5,5151,80.3
FINAL,2017,GULF OF MEXICO,LONGNOSE GAR,3325,115.5,96,101.3
FINAL,2017,GULF OF MEXICO,ATLANTIC CUTLASSFISH,3148,99.5,0,.
FINAL,2017,GULF OF MEXICO,BLACK GROUPER,3108,46.8,13881,38.7
FINAL,2017,GULF OF MEXICO,BULL SHARK,3056,97.2,108702,46.9
FINAL,2017,GULF OF MEXICO,SCRAWLED FILEFISH,2954,86.4,1390,105
FINAL,2017,GULF OF MEXICO,BLUEGILL,2782,81.4,12106,66.9
FINAL,2017,GULF OF MEXICO,PUFFER FAMILY,2636,91.5,737687,15.1
FINAL,2017,GULF OF MEXICO,SHORT BIGEYE,2623,57.6,0,.
FINAL,2017,GULF OF MEXICO,THREADFIN SHAD,2601,113.4,0,.
FINAL,2017,GULF OF MEXICO,SEAROBIN FAMILY,2527,99.6,58824,36.6
FINAL,2017,GULF OF MEXICO,TUNA GENUS,2519,92.4,8559,67
FINAL,2017,GULF OF MEXICO,ROUGH SCAD,2492,103.3,0,.
FINAL,2017,GULF OF MEXICO,BLACKNOSE SHARK,2388,71.1,385,74.4
FINAL,2017,GULF OF MEXICO,QUEEN TRIGGERFISH,2384,104.3,1708,88.5
FINAL,2017,GULF OF MEXICO,SPOT,2379,73.9,187548,67.6
FINAL,2017,GULF OF MEXICO,BAR JACK,2376,99.9,942,101.2
FINAL,2017,GULF OF MEXICO,FINETOOTH SHARK,2370,81,57,45.7
FINAL,2017,GULF OF MEXICO,SMOOTH PUFFER,2347,81.8,3184,82.8
FINAL,2017,GULF OF MEXICO,NURSE SHARK,2281,100,262444,36.4
FINAL,2017,GULF OF MEXICO,REMORA FAMILY,2065,71.9,713564,25.6
FINAL,2017,GULF OF MEXICO,CUBERA SNAPPER,1958,94.6,0,.
FINAL,2017,GULF OF MEXICO,STINGRAY GENUS,1751,98,884446,14.9
FINAL,2017,GULF OF MEXICO,LEOPARD SEAROBIN,1720,99,0,.
FINAL,2017,GULF OF MEXICO,ROCK SEA BASS,1676,77.1,0,.
FINAL,2017,GULF OF MEXICO,PORKFISH,1440,99.4,7613,63.4
FINAL,2017,GULF OF MEXICO,BALAO,1390,40,0,.
FINAL,2017,GULF OF MEXICO,SNOWY GROUPER,1382,74.9,725,104.7
FINAL,2017,GULF OF MEXICO,STINGRAY FAMILY,1378,103.6,124507,35.4
FINAL,2017,GULF OF MEXICO,HORSE-EYE JACK,1334,102.5,0,.
FINAL,2017,GULF OF MEXICO,SHEEPSHEAD PORGY,1085,102.4,0,.
FINAL,2017,GULF OF MEXICO,BLACKBELLY ROSEFISH,1084,101.2,0,.
FINAL,2017,GULF OF MEXICO,NEEDLEFISH FAMILY,1058,104.1,448011,38.2
FINAL,2017,GULF OF MEXICO,SHARKSUCKER,1058,104.1,38009,62.7
FINAL,2017,GULF OF MEXICO,SILK SNAPPER,1027,78.8,0,.
FINAL,2017,GULF OF MEXICO,FRESHWATER DRUM,1002,58.4,.,.
FINAL,2017,GULF OF MEXICO,ATLANTIC MOONFISH,996,104.7,18264,94.6
FINAL,2017,GULF OF MEXICO,COTTONWICK,912,84,0,.
FINAL,2017,GULF OF MEXICO,RAINBOW RUNNER,833,42,2817,90.8
FINAL,2017,GULF OF MEXICO,TILEFISH,823,103.9,0,.
FINAL,2017,GULF OF MEXICO,ORANGE FILEFISH,815,100.9,0,.
FINAL,2017,GULF OF MEXICO,SEA BASS FAMILY,810,96.6,165286,22.4
FINAL,2017,GULF OF MEXICO,FLATHEAD CATFISH,801,50.3,.,.
FINAL,2017,GULF OF MEXICO,GRAYSBY,697,99.4,1606,59.8
FINAL,2017,GULF OF MEXICO,SPOTTED GAR,689,53,.,.
FINAL,2017,GULF OF MEXICO,POMPANO DOLPHIN,670,48.4,0,.
FINAL,2017,GULF OF MEXICO,OYSTER TOADFISH,657,93.4,.,.
FINAL,2017,GULF OF MEXICO,REMORA GENUS,602,102.1,32600,34.2
FINAL,2017,GULF OF MEXICO,HYBRID STRIPED BASS,575,41.9,1562,73.7
FINAL,2017,GULF OF MEXICO,ATLANTIC BONITO,506,40.5,347,40.3
FINAL,2017,GULF OF MEXICO,BLACK DRIFTFISH,479,78,.,.
FINAL,2017,GULF OF MEXICO,RED HIND,435,51.7,6064,73.4
FINAL,2017,GULF OF MEXICO,WARSAW GROUPER,428,70.3,0,.
FINAL,2017,GULF OF MEXICO,DUSKY FLOUNDER,419,88.7,0,.
FINAL,2017,GULF OF MEXICO,BARRELFISH,413,121.3,0,.
FINAL,2017,GULF OF MEXICO,CUBBYU,390,101,0,.
FINAL,2017,GULF OF MEXICO,YELLOWMOUTH GROUPER,314,68.9,0,.
FINAL,2017,GULF OF MEXICO,BLACK CRAPPIE,304,57,.,.
FINAL,2017,GULF OF MEXICO,WHITE BASS,263,86.9,.,.
FINAL,2017,GULF OF MEXICO,STRIPED BASS,257,50.8,1226,103.8
FINAL,2017,GULF OF MEXICO,SWORDFISH,226,21.1,1412,90.8
FINAL,2017,GULF OF MEXICO,GOLDEN TILEFISH,209,60.4,.,.
FINAL,2017,GULF OF MEXICO,BLACKFIN SNAPPER,201,111.1,0,.
FINAL,2017,GULF OF MEXICO,SILKY SHARK,177,100.3,37,68.9
FINAL,2017,GULF OF MEXICO,REDEAR SUNFISH,168,55.1,.,.
FINAL,2017,GULF OF MEXICO,BOWFIN,158,80.9,.,.
FINAL,2017,GULF OF MEXICO,OCEAN TRIGGERFISH,150,107.8,2139,99.6
FINAL,2017,GULF OF MEXICO,AMERICAN EEL,145,106.3,6391,84.6
FINAL,2017,GULF OF MEXICO,LESSER AMBERJACK,134,51.4,1375,99.7
FINAL,2017,GULF OF MEXICO,RAINBOW PARROTFISH,118,104.5,0,.
FINAL,2017,GULF OF MEXICO,YELLOW BASS,105,81.1,.,.
FINAL,2017,GULF OF MEXICO,WHITE CRAPPIE,99,109.2,.,.
FINAL,2017,GULF OF MEXICO,YELLOWEDGE GROUPER,91,77.3,.,.
FINAL,2017,GULF OF MEXICO,UNIDENTIFIED SHARK OR RAY,86,86.1,165911,32.2
FINAL,2017,GULF OF MEXICO,CREOLE-FISH,60,110.3,0,.
FINAL,2017,GULF OF MEXICO,BIGEYE FAMILY,53,119.6,48,117.9
FINAL,2017,GULF OF MEXICO,HOUNDFISH,45,108.9,8216,55
FINAL,2017,GULF OF MEXICO,BIGSCALE POMFRET,33,118.1,.,.
FINAL,2017,GULF OF MEXICO,GUAGUANCHE,26,40,.,.
FINAL,2017,GULF OF MEXICO,WHITE MARLIN,22,45.5,2417,102
FINAL,2017,GULF OF MEXICO,LOOKDOWN,19,71.8,10245,56.6
FINAL,2017,GULF OF MEXICO,UNICORN FILEFISH,18,117.9,0,.
FINAL,2017,GULF OF MEXICO,SOUTHERN HAKE,16,64,.,.
FINAL,2017,GULF OF MEXICO,BONNETHEAD SHARK,13,69.2,.,.
FINAL,2017,GULF OF MEXICO,ATLANTIC POMFRET,12,64.5,.,.
FINAL,2017,GULF OF MEXICO,ATLANTIC TARPON,11,91.8,88838,23.2
FINAL,2017,GULF OF MEXICO,SPECKLED HIND,9,103.6,688,99.7
FINAL,2017,GULF OF MEXICO,CONGER EEL,7,51.5,.,.
FINAL,2017,GULF OF MEXICO,YELLOW BULLHEAD,4,79.1,.,.
FINAL,2017,GULF OF MEXICO,SHORTFIN MAKO,2,86.6,.,.
FINAL,2017,GULF OF MEXICO,ATLANTIC NEEDLEFISH,0,.,64771,76.1
FINAL,2017,GULF OF MEXICO,BASS GENUS,0,.,91847,68
FINAL,2017,GULF OF MEXICO,BILLFISH FAMILY,0,.,605,101.8
FINAL,2017,GULF OF MEXICO,BLACK JACK,0,.,101,104.7
FINAL,2017,GULF OF MEXICO,BONEFISH,0,.,40307,76.6
FINAL,2017,GULF OF MEXICO,BOXFISH GENUS,0,.,24928,26.5
FINAL,2017,GULF OF MEXICO,BULLNOSE RAY,0,.,3550,47
FINAL,2017,GULF OF MEXICO,BURRFISH GENUS,0,.,36518,68.8
FINAL,2017,GULF OF MEXICO,CLEARNOSE SKATE,0,.,413,104
FINAL,2017,GULF OF MEXICO,DOGFISH SHARK,0,.,4241,61.9
FINAL,2017,GULF OF MEXICO,FLYING GURNARD,0,.,3297,99.3
FINAL,2017,GULF OF MEXICO,FRENCH GRUNT,0,.,8049,100.7
FINAL,2017,GULF OF MEXICO,GAR GENUS,0,.,23249,74.6
FINAL,2017,GULF OF MEXICO,GOLIATH GROUPER,0,.,22471,53.8
FINAL,2017,GULF OF MEXICO,GRAY ANGELFISH,0,.,23811,102.2
FINAL,2017,GULF OF MEXICO,GREAT HAMMERHEAD,0,.,2500,71.2
FINAL,2017,GULF OF MEXICO,GREEN MORAY,0,.,1425,102.1
FINAL,2017,GULF OF MEXICO,GROUPER GENUS (EPINEPHELUS),0,.,9261,59.2
FINAL,2017,GULF OF MEXICO,GRUNT GENUS,0,.,1459,99.5
FINAL,2017,GULF OF MEXICO,GULF TOADFISH,0,.,206276,25.3
FINAL,2017,GULF OF MEXICO,HAMMERHEAD SHARK GENUS,0,.,21074,34.2
FINAL,2017,GULF OF MEXICO,LEATHERJACK,0,.,341468,73.6
FINAL,2017,GULF OF MEXICO,LEMON SHARK,0,.,1637,70.9
FINAL,2017,GULF OF MEXICO,LIZARDFISH GENUS,0,.,457438,31
FINAL,2017,GULF OF MEXICO,MORAY FAMILY,0,.,446,51.9
FINAL,2017,GULF OF MEXICO,NEEDLEFISH GENUS,0,.,15870,44.8
FINAL,2017,GULF OF MEXICO,OCEANIC PUFFER,0,.,1186,70.7
FINAL,2017,GULF OF MEXICO,OCELLATED FLOUNDER,0,.,2385,100.6
FINAL,2017,GULF OF MEXICO,ORANGESPOTTED FILEFISH,0,.,713,100.5
FINAL,2017,GULF OF MEXICO,PIPEFISH FAMILY,0,.,5739,100.2
FINAL,2017,GULF OF MEXICO,PUFFER GENUS,0,.,71929,28.4
FINAL,2017,GULF OF MEXICO,RIGHTEYE FLOUNDER FAMILY,0,.,4874,105.1
FINAL,2017,GULF OF MEXICO,SAILFISH,0,.,3667,39.1
FINAL,2017,GULF OF MEXICO,SCALLOPED HAMMERHEAD SHARK,0,.,4725,96
FINAL,2017,GULF OF MEXICO,SCORPIONFISH FAMILY,0,.,120,100.3
FINAL,2017,GULF OF MEXICO,SCRAWLED COWFISH,0,.,18591,45.1
FINAL,2017,GULF OF MEXICO,SEA CATFISH FAMILY,0,.,623482,44.9
FINAL,2017,GULF OF MEXICO,SEA CHUB GENUS,0,.,67434,97
FINAL,2017,GULF OF MEXICO,SEAHORSE GENUS,0,.,5519,99.8
FINAL,2017,GULF OF MEXICO,SEAROBIN GENUS,0,.,12578,42.8
FINAL,2017,GULF OF MEXICO,SKATE GENUS,0,.,1258,71.9
FINAL,2017,GULF OF MEXICO,SKIPJACK HERRING,0,.,2632,88
FINAL,2017,GULF OF MEXICO,SNAKE EEL FAMILY,0,.,15635,79.7
FINAL,2017,GULF OF MEXICO,SNOOK GENUS,0,.,18371,52
FINAL,2017,GULF OF MEXICO,SOAPFISH GENUS,0,.,18946,35.7
FINAL,2017,GULF OF MEXICO,SPANISH GRUNT,0,.,122570,98.5
FINAL,2017,GULF OF MEXICO,SPANISH HOGFISH,0,.,1510,97
FINAL,2017,GULF OF MEXICO,SQUIRRELFISH GENUS,0,.,40451,92.4
FINAL,2017,GULF OF MEXICO,STRIPED BURRFISH,0,.,15482,43.5
FINAL,2017,GULF OF MEXICO,SUNFISH FAMILY,0,.,222344,90.9
FINAL,2017,GULF OF MEXICO,SUNFISH GENUS,0,.,1915,100.3
FINAL,2017,GULF OF MEXICO,SURGEONFISH GENUS,0,.,486,107.3
FINAL,2017,GULF OF MEXICO,TARPON FAMILY,0,.,19788,100.9
FINAL,2017,GULF OF MEXICO,TIGER SHARK,0,.,4028,63.6
FINAL,2017,GULF OF MEXICO,TILEFISH FAMILY,0,.,699,78
FINAL,2017,GULF OF MEXICO,TOADFISH FAMILY,0,.,46740,52.3
FINAL,2017,GULF OF MEXICO,TOADFISH GENUS,0,.,32143,35.3
FINAL,2017,GULF OF MEXICO,UNIDENTIFIED EEL,0,.,151902,49.4
FINAL,2017,GULF OF MEXICO,UNIDENTIFIED FLOUNDER OR SOLE,0,.,433,102.3
FINAL,2017,GULF OF MEXICO,UNIDENTIFIED SKATE OR RAY,0,.,2313,103.8
FINAL,2017,GULF OF MEXICO,WHIFF GENUS,0,.,11653,50.6
FINAL,2017,GULF OF MEXICO,WRASSE FAMILY,0,.,5254,61.4
FINAL,2017,HAWAIIAN ISLANDS,BIGEYE SCAD,1064372,15.2,6582,76.1
FINAL,2017,HAWAIIAN ISLANDS,YELLOWSTRIPE GOATFISH,379681,23,7844,48.6
FINAL,2017,HAWAIIAN ISLANDS,GOLDSPOT HERRING,293153,31.9,0,.
FINAL,2017,HAWAIIAN ISLANDS,SKIPJACK TUNA,113449,23.5,2404,41.6
FINAL,2017,HAWAIIAN ISLANDS,MACKEREL SCAD,107865,22.4,0,.
FINAL,2017,HAWAIIAN ISLANDS,HAWAIIAN FLAGTAIL,93203,31,15000,51.2
FINAL,2017,HAWAIIAN ISLANDS,YELLOWFIN TUNA,82152,22.5,0,.
FINAL,2017,HAWAIIAN ISLANDS,BLUESTRIPE SNAPPER,78121,34,3254,47.1
FINAL,2017,HAWAIIAN ISLANDS,BLUEFIN TREVALLY,77594,15.3,68417,17.7
FINAL,2017,HAWAIIAN ISLANDS,GOLDRING SURGEONFISH,76845,40.1,0,.
FINAL,2017,HAWAIIAN ISLANDS,BIGSCALE SOLDIERFISH,74778,30.1,9331,54.9
FINAL,2017,HAWAIIAN ISLANDS,CONVICT TANG,56853,34,8604,70.7
FINAL,2017,HAWAIIAN ISLANDS,DOLPHIN,46969,18.9,379,74.6
FINAL,2017,HAWAIIAN ISLANDS,PEACOCK RAZORFISH,37315,35.1,0,.
FINAL,2017,HAWAIIAN ISLANDS,WAHOO,31984,14.5,0,.
FINAL,2017,HAWAIIAN ISLANDS,GRAY CHUB,22348,26.1,0,.
FINAL,2017,HAWAIIAN ISLANDS,EYESTRIPED SURGEONFISH,21017,25.1,3708,52.3
FINAL,2017,HAWAIIAN ISLANDS,SHARPNOSE MULLET,20356,51.4,585,100
FINAL,2017,HAWAIIAN ISLANDS,ISLAND JACK,19727,31.6,27929,42.2
FINAL,2017,HAWAIIAN ISLANDS,SMALLMOUTH BONEFISH,19132,26.1,17196,27.4
FINAL,2017,HAWAIIAN ISLANDS,GREEN JOBFISH,18927,43.9,1013,74.5
FINAL,2017,HAWAIIAN ISLANDS,BLACK TRIGGERFISH,15419,49,10826,47.2
FINAL,2017,HAWAIIAN ISLANDS,STRIPED MULLET,14179,75.2,0,.
FINAL,2017,HAWAIIAN ISLANDS,YELLOWFIN GOATFISH,14110,66.4,0,.
FINAL,2017,HAWAIIAN ISLANDS,MANYBAR GOATFISH,14052,48.3,7760,49.1
FINAL,2017,HAWAIIAN ISLANDS,KEELTAIL NEEDLEFISH,13393,74.8,0,.
FINAL,2017,HAWAIIAN ISLANDS,GLASSEYE,11567,59.1,1410,100
FINAL,2017,HAWAIIAN ISLANDS,GIANT TREVALLY,11171,29.6,29435,33.1
FINAL,2017,HAWAIIAN ISLANDS,BLACKSPOT SERGEANT,10711,46.9,18962,47.3
FINAL,2017,HAWAIIAN ISLANDS,SADDLE WRASSE,10215,40.2,16868,30.7
FINAL,2017,HAWAIIAN ISLANDS,PINK SNAPPER,9739,37.9,1013,100
FINAL,2017,HAWAIIAN ISLANDS,HAWAIIAN SERGEANT,9535,52.6,11076,54.5
FINAL,2017,HAWAIIAN ISLANDS,BLACKTAIL SNAPPER,8662,39.6,4250,47.3
FINAL,2017,HAWAIIAN ISLANDS,HAWAIIAN HOGFISH,7987,29.6,1303,90.4
FINAL,2017,HAWAIIAN ISLANDS,KAWAKAWA,7840,35.8,133,100
FINAL,2017,HAWAIIAN ISLANDS,BALDWINS WRASSE,6903,59.3,0,.
FINAL,2017,HAWAIIAN ISLANDS,YELLOWFIN SURGEONFISH,5282,65.7,729,100
