Variable,Hawaii data,category_text,category_numeric,date,data source(s),units
%DOD_2002,6.07%,Physical infrastructure,11,1/1/02,66,percent
%DOD_2003,5.85%,Physical infrastructure,11,1/1/03,66,percent
%DOD_2004,5.24%,Physical infrastructure,11,1/1/04,66,percent
%DOD_2005,5.05%,Physical infrastructure,11,1/1/05,66,percent
%DOD_2006,5.78%,Physical infrastructure,11,1/1/06,66,percent
%DOD_2007,5.76%,Physical infrastructure,11,1/1/07,66,percent
%DOD_2008,5.91%,Physical infrastructure,11,1/1/08,66,percent
%DOD_2009,5.70%,Physical infrastructure,11,1/1/09,66,percent
%DOD_2010,5.70%,Physical infrastructure,11,1/1/10,66,percent
%DOD_2011,5.71%,Physical infrastructure,11,1/1/11,66,percent
%DOD_2012,5.70%,Physical infrastructure,11,1/1/12,66,percent
%DOD_2013,5.70%,Physical infrastructure,11,1/1/13,66,percent
%DOD_2014,5.56%,Physical infrastructure,11,1/1/14,66,percent
%DOD_2016,1.48%,Physical infrastructure,11,1/1/16,66,percent
%DOD_2017,5.66%,Physical infrastructure,11,1/1/17,66,percent
landarea,"4,042,848.00",Physical infrastructure,11,.,.,acres
coast,"1,525.03",Physical infrastructure,11,.,.,miles
bldg_perm_per_coast_2000,.,Physical infrastructure,11,1/1/00,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2001,.,Physical infrastructure,11,1/1/01,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2002,.,Physical infrastructure,11,1/1/02,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2003,.,Physical infrastructure,11,1/1/03,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2004,.,Physical infrastructure,11,1/1/04,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2005,.,Physical infrastructure,11,1/1/05,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2006,.,Physical infrastructure,11,1/1/06,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2007,.,Physical infrastructure,11,1/1/07,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2008,.,Physical infrastructure,11,1/1/08,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2009,.,Physical infrastructure,11,1/1/09,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2010,.,Physical infrastructure,11,1/1/10,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2011,.,Physical infrastructure,11,1/1/11,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2012,.,Physical infrastructure,11,1/1/12,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2013,.,Physical infrastructure,11,1/1/13,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2014,.,Physical infrastructure,11,1/1/14,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2015,.,Physical infrastructure,11,1/1/15,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2016,.,Physical infrastructure,11,1/1/16,23;26;40;62,permits per mile of coastline
bldg_perm_per_coast_2017,2.65,Physical infrastructure,11,1/1/17,23;26;40;62,permits per mile of coastline
NPDES_per_coast_2000,0.2905,Physical infrastructure,11,1/1/00,61;63,permits per mile of coastline
NPDES_per_coast_2001,0.3325,Physical infrastructure,11,1/1/01,61;63,permits per mile of coastline
NPDES_per_coast_2002,0.3692,Physical infrastructure,11,1/1/02,61;63,permits per mile of coastline
NPDES_per_coast_2003,0.2085,Physical infrastructure,11,1/1/03,61;63,permits per mile of coastline
NPDES_per_coast_2004,0.4708,Physical infrastructure,11,1/1/04,61;63,permits per mile of coastline
NPDES_per_coast_2005,0.6538,Physical infrastructure,11,1/1/05,61;63,permits per mile of coastline
NPDES_per_coast_2006,0.8157,Physical infrastructure,11,1/1/06,61;63,permits per mile of coastline
NPDES_per_coast_2007,0.9219,Physical infrastructure,11,1/1/07,61;63,permits per mile of coastline
NPDES_per_coast_2008,0.2761,Physical infrastructure,11,1/1/08,61;63,permits per mile of coastline
NPDES_per_coast_2009,0.4721,Physical infrastructure,11,1/1/09,61;63,permits per mile of coastline
NPDES_per_coast_2010,0.598,Physical infrastructure,11,1/1/10,61;63,permits per mile of coastline
NPDES_per_coast_2011,0.6439,Physical infrastructure,11,1/1/11,61;63,permits per mile of coastline
NPDES_per_coast_2012,0.6649,Physical infrastructure,11,1/1/12,61;63,permits per mile of coastline
NPDES_per_coast_2013,0.5954,Physical infrastructure,11,1/1/13,61;63,permits per mile of coastline
NPDES_per_coast_2014,0.8347,Physical infrastructure,11,1/1/14,61;63,permits per mile of coastline
NPDES_per_coast_2015,1.0144,Physical infrastructure,11,1/1/15,61;63,permits per mile of coastline
NPDES_per_coast_2016,1.2092,Physical infrastructure,11,1/1/16,61;63,permits per mile of coastline
NPDES_per_coast_2017,1.3206,Physical infrastructure,11,1/1/17,61;63,permits per mile of coastline
Releases_per_coast_2000,835.38,Physical infrastructure,11,1/1/00,64,permits per mile of coastline
Releases_per_coast_2001,"2,216.69",Physical infrastructure,11,1/1/01,64,permits per mile of coastline
Releases_per_coast_2002,"2,423.34",Physical infrastructure,11,1/1/02,64,permits per mile of coastline
Releases_per_coast_2003,"2,077.17",Physical infrastructure,11,1/1/03,64,permits per mile of coastline
Releases_per_coast_2004,"2,079.12",Physical infrastructure,11,1/1/04,64,permits per mile of coastline
Releases_per_coast_2005,"2,036.27",Physical infrastructure,11,1/1/05,64,permits per mile of coastline
Releases_per_coast_2006,"1,981.26",Physical infrastructure,11,1/1/06,64,permits per mile of coastline
Releases_per_coast_2007,"1,977.39",Physical infrastructure,11,1/1/07,64,permits per mile of coastline
Releases_per_coast_2008,"2,128.19",Physical infrastructure,11,1/1/08,64,permits per mile of coastline
Releases_per_coast_2009,"2,118.53",Physical infrastructure,11,1/1/09,64,permits per mile of coastline
Releases_per_coast_2010,"1,821.51",Physical infrastructure,11,1/1/10,64,permits per mile of coastline
Releases_per_coast_2011,"1,882.98",Physical infrastructure,11,1/1/11,64,permits per mile of coastline
Releases_per_coast_2012,"1,939.16",Physical infrastructure,11,1/1/12,64,permits per mile of coastline
Releases_per_coast_2013,"1,864.44",Physical infrastructure,11,1/1/13,64,permits per mile of coastline
Releases_per_coast_2014,"1,918.95",Physical infrastructure,11,1/1/14,64,permits per mile of coastline
Releases_per_coast_2015,"1,847.20",Physical infrastructure,11,1/1/15,64,permits per mile of coastline
Releases_per_coast_2016,"2,108.26",Physical infrastructure,11,1/1/16,64,permits per mile of coastline
Releases_per_coast_2017,"2,007.82",Physical infrastructure,11,1/1/17,64,permits per mile of coastline
landfills_per_coast_2000,0.0059,Physical infrastructure,11,1/1/00,65,permits per mile of coastline
landfills_per_coast_2001,0.0059,Physical infrastructure,11,1/1/01,65,permits per mile of coastline
landfills_per_coast_2002,0.0059,Physical infrastructure,11,1/1/02,65,permits per mile of coastline
landfills_per_coast_2003,0.0059,Physical infrastructure,11,1/1/03,65,permits per mile of coastline
landfills_per_coast_2004,0.0059,Physical infrastructure,11,1/1/04,65,permits per mile of coastline
landfills_per_coast_2005,0.0059,Physical infrastructure,11,1/1/05,65,permits per mile of coastline
landfills_per_coast_2006,0.0059,Physical infrastructure,11,1/1/06,65,permits per mile of coastline
landfills_per_coast_2007,0.0059,Physical infrastructure,11,1/1/07,65,permits per mile of coastline
landfills_per_coast_2008,0.0059,Physical infrastructure,11,1/1/08,65,permits per mile of coastline
landfills_per_coast_2009,0.0059,Physical infrastructure,11,1/1/09,65,permits per mile of coastline
landfills_per_coast_2010,0.0059,Physical infrastructure,11,1/1/10,65,permits per mile of coastline
landfills_per_coast_2011,0.0059,Physical infrastructure,11,1/1/11,65,permits per mile of coastline
landfills_per_coast_2012,0.0059,Physical infrastructure,11,1/1/12,65,permits per mile of coastline
landfills_per_coast_2013,0.0059,Physical infrastructure,11,1/1/13,65,permits per mile of coastline
landfills_per_coast_2014,0.0059,Physical infrastructure,11,1/1/14,65,permits per mile of coastline
landfills_per_coast_2015,0.0059,Physical infrastructure,11,1/1/15,65,permits per mile of coastline
landfills_per_coast_2016,0.0059,Physical infrastructure,11,1/1/16,65,permits per mile of coastline
landfills_per_coast_2017,0.0059,Physical infrastructure,11,1/1/17,65,permits per mile of coastline
mng_plan_2011,1.5,Governance,13,1/1/11,67,1-3 scale
ecological_2011,2.25,Governance,13,1/1/11,67,1-3 scale
governance_2011,3,Governance,13,1/1/11,67,1-3 scale
onsite_2011,1.75,Governance,13,1/1/11,67,1-3 scale
enf_2011,2.25,Governance,13,1/1/11,67,1-3 scale
bound_2011,2.5,Governance,13,1/1/11,67,1-3 scale
bio_mon_2011,2.5,Governance,13,1/1/11,67,1-3 scale
scio_mon_2011,1.25,Governance,13,1/1/11,67,1-3 scale
effectiveness_2011,2.25,Governance,13,1/1/11,67,1-3 scale
stake_2011,2.5,Governance,13,1/1/11,67,1-3 scale
finance_2011,1.25,Governance,13,1/1/11,67,1-3 scale
outreach_2011,2.25,Governance,13,1/1/11,67,1-3 scale
conflict_2011,2.25,Governance,13,1/1/11,67,1-3 scale
climate_2011,1.25,Governance,13,1/1/11,67,1-3 scale
mng_plan_2014,2.25,Governance,13,1/1/14,67,1-3 scale
ecological_2014,2.5,Governance,13,1/1/14,67,1-3 scale
governance_2014,3,Governance,13,1/1/14,67,1-3 scale
onsite_2014,1.75,Governance,13,1/1/14,67,1-3 scale
enf_2014,2.25,Governance,13,1/1/14,67,1-3 scale
bound_2014,3,Governance,13,1/1/14,67,1-3 scale
bio_mon_2014,2.5,Governance,13,1/1/14,67,1-3 scale
scio_mon_2014,1.5,Governance,13,1/1/14,67,1-3 scale
effectiveness_2014,2.25,Governance,13,1/1/14,67,1-3 scale
stake_2014,2.5,Governance,13,1/1/14,67,1-3 scale
finance_2014,1.5,Governance,13,1/1/14,67,1-3 scale
outreach_2014,2.75,Governance,13,1/1/14,67,1-3 scale
conflict_2014,2.5,Governance,13,1/1/14,67,1-3 scale
climate_2014,1.5,Governance,13,1/1/14,67,1-3 scale
mng_plan_2017,2.25,Governance,13,1/1/17,67,1-3 scale
ecological_2017,.,Governance,13,1/1/17,67,1-3 scale
governance_2017,2.5,Governance,13,1/1/17,67,1-3 scale
onsite_2017,1.75,Governance,13,1/1/17,67,1-3 scale
enf_2017,2,Governance,13,1/1/17,67,1-3 scale
bound_2017,3,Governance,13,1/1/17,67,1-3 scale
bio_mon_2017,2.5,Governance,13,1/1/17,67,1-3 scale
scio_mon_2017,1.5,Governance,13,1/1/17,67,1-3 scale
effectiveness_2017,2.25,Governance,13,1/1/17,67,1-3 scale
stake_2017,2.25,Governance,13,1/1/17,67,1-3 scale
finance_2017,1.75,Governance,13,1/1/17,67,1-3 scale
outreach_2017,2.5,Governance,13,1/1/17,67,1-3 scale
conflict_2017,.,Governance,13,1/1/17,67,1-3 scale
climate_2017,2,Governance,13,1/1/17,67,1-3 scale
mpa_tot_11,58,Governance,13,1/1/11,68,number of MPAs
mgmt_plan_no_11,7,Governance,13,1/1/11,68,number of MPAs
notake_11,4,Governance,13,1/1/11,68,number of MPAs
fish_reg_11,9,Governance,13,1/1/11,68,number of MPAs
cult_hert_11,4,Governance,13,1/1/11,68,number of MPAs
nat_hert_11,15,Governance,13,1/1/11,68,number of MPAs
sus_prod_11,39,Governance,13,1/1/11,68,number of MPAs
mpa_tot_14,58,Governance,13,1/1/14,68,number of MPAs
mgmt_plan_no_14,7,Governance,13,1/1/14,68,number of MPAs
notake_14,4,Governance,13,1/1/14,68,number of MPAs
fish_reg_14,9,Governance,13,1/1/14,68,number of MPAs
cult_hert_14,4,Governance,13,1/1/14,68,number of MPAs
nat_hert_14,15,Governance,13,1/1/14,68,number of MPAs
sus_prod_14,39,Governance,13,1/1/14,68,number of MPAs
mpa_tot_17,61,Governance,13,1/1/17,68,number of MPAs
mgmt_plan_no_17,7,Governance,13,1/1/17,68,number of MPAs
notake_17,3,Governance,13,1/1/17,68,number of MPAs
fish_reg_17,10,Governance,13,1/1/17,68,number of MPAs
cult_hert_17,3,Governance,13,1/1/17,68,number of MPAs
nat_hert_17,20,Governance,13,1/1/17,68,number of MPAs
sus_prod_17,38,Governance,13,1/1/17,68,number of MPAs
coral_area_managed,17.00%,Governance,13,1/1/17,69,percent
